 location ,cause,year,death
African Region,Maternal obstructed labor and uterine rupture,2008,3970.759013
African Region,Ectopic pregnancy,2008,3682.886558
African Region,Indirect maternal deaths,2008,6300.981167
African Region,Late maternal deaths,2008,6776.445938
African Region,Other maternal disorders,2008,11858.27365
Western Pacific Region,Maternal abortion and miscarriage,2009,597.1829098
African Region,Maternal deaths aggravated by HIV/AIDS,2008,1925.832582
Region of the Americas,Maternal abortion and miscarriage,2009,1369.3678
South-East Asia Region,Maternal deaths aggravated by HIV/AIDS,2009,58.1544024
African Region,Maternal hemorrhage,2009,18575.72763
African Region,Maternal sepsis and other maternal infections,2009,15833.8625
African Region,Maternal hypertensive disorders,2009,11213.74781
African Region,Maternal obstructed labor and uterine rupture,2009,4169.628981
African Region,Ectopic pregnancy,2009,3753.462827
African Region,Indirect maternal deaths,2009,6510.483968
African Region,Late maternal deaths,2009,6958.123967
African Region,Other maternal disorders,2009,12116.39573
Region of the Americas,Maternal abortion and miscarriage,2008,1400.088443
South-East Asia Region,Maternal deaths aggravated by HIV/AIDS,2008,62.01704926
European Region,Maternal deaths aggravated by HIV/AIDS,2008,1.117687805
African Region,Maternal deaths aggravated by HIV/AIDS,2009,1883.9193
European Region,Maternal hemorrhage,2008,313.7153912
European Region,Maternal sepsis and other maternal infections,2008,92.49038725
European Region,Maternal hypertensive disorders,2008,285.4834745
European Region,Maternal obstructed labor and uterine rupture,2008,42.96557716
European Region,Ectopic pregnancy,2008,40.94337914
European Region,Indirect maternal deaths,2008,215.0749476
European Region,Late maternal deaths,2008,64.81710835
European Region,Other maternal disorders,2008,683.4249938
Region of the Americas,Maternal hemorrhage,2008,1940.321182
Region of the Americas,Maternal sepsis and other maternal infections,2008,1008.235922
Region of the Americas,Maternal hypertensive disorders,2008,2344.099451
Region of the Americas,Maternal obstructed labor and uterine rupture,2008,174.419808
Region of the Americas,Ectopic pregnancy,2008,228.980272
Region of the Americas,Indirect maternal deaths,2008,1594.131499
Region of the Americas,Late maternal deaths,2008,762.8550604
Region of the Americas,Other maternal disorders,2008,1791.182745
African Region,Maternal abortion and miscarriage,2008,20453.28695
Region of the Americas,Maternal deaths aggravated by HIV/AIDS,2008,34.60777051
African Region,Maternal abortion and miscarriage,2009,19988.05938
South-East Asia Region,Maternal abortion and miscarriage,2008,7373.094744
Eastern Mediterranean Region,Maternal abortion and miscarriage,2008,4002.651807
Region of the Americas,Maternal deaths aggravated by HIV/AIDS,2009,35.11575748
Region of the Americas,Maternal hemorrhage,2009,2002.474155
Region of the Americas,Maternal sepsis and other maternal infections,2009,1035.13025
Region of the Americas,Maternal hypertensive disorders,2009,2458.790395
Region of the Americas,Maternal obstructed labor and uterine rupture,2009,191.0073914
Region of the Americas,Ectopic pregnancy,2009,225.1308731
Region of the Americas,Indirect maternal deaths,2009,1786.875605
Region of the Americas,Late maternal deaths,2009,817.6582214
Region of the Americas,Other maternal disorders,2009,1872.903832
Eastern Mediterranean Region,Maternal hemorrhage,2008,8989.678734
Eastern Mediterranean Region,Maternal sepsis and other maternal infections,2008,3916.654324
Eastern Mediterranean Region,Maternal hypertensive disorders,2008,8740.283081
Eastern Mediterranean Region,Maternal obstructed labor and uterine rupture,2008,998.8754835
Eastern Mediterranean Region,Ectopic pregnancy,2008,561.8434124
Eastern Mediterranean Region,Indirect maternal deaths,2008,2670.831465
Eastern Mediterranean Region,Late maternal deaths,2008,1354.050885
Eastern Mediterranean Region,Other maternal disorders,2008,3167.92203
South-East Asia Region,Maternal hemorrhage,2008,36020.13274
South-East Asia Region,Maternal sepsis and other maternal infections,2008,7685.053081
South-East Asia Region,Maternal hypertensive disorders,2008,10915.72226
South-East Asia Region,Maternal obstructed labor and uterine rupture,2008,1483.897752
South-East Asia Region,Ectopic pregnancy,2008,2040.056582
South-East Asia Region,Indirect maternal deaths,2008,8394.210226
South-East Asia Region,Late maternal deaths,2008,3565.30914
South-East Asia Region,Other maternal disorders,2008,12527.94931
South-East Asia Region,Maternal hemorrhage,2009,34218.76918
South-East Asia Region,Maternal sepsis and other maternal infections,2009,6906.544423
South-East Asia Region,Maternal hypertensive disorders,2009,10334.80879
South-East Asia Region,Maternal obstructed labor and uterine rupture,2009,1622.974641
South-East Asia Region,Ectopic pregnancy,2009,1991.045152
South-East Asia Region,Indirect maternal deaths,2009,8715.896226
South-East Asia Region,Late maternal deaths,2009,3454.525943
South-East Asia Region,Other maternal disorders,2009,12211.45135
Eastern Mediterranean Region,Maternal deaths aggravated by HIV/AIDS,2008,23.50815672
European Region,Maternal abortion and miscarriage,2008,143.736069
South-East Asia Region,Maternal abortion and miscarriage,2009,6525.223402
Western Pacific Region,Maternal hemorrhage,2008,2614.720155
Western Pacific Region,Maternal sepsis and other maternal infections,2008,501.4829877
Western Pacific Region,Maternal hypertensive disorders,2008,1390.944945
Western Pacific Region,Maternal obstructed labor and uterine rupture,2008,439.838187
Western Pacific Region,Ectopic pregnancy,2008,258.1821402
Western Pacific Region,Indirect maternal deaths,2008,1897.945339
Western Pacific Region,Late maternal deaths,2008,121.5762657
Western Pacific Region,Other maternal disorders,2008,1674.399854
African Region,Maternal deaths aggravated by HIV/AIDS,2010,1830.498097
Region of the Americas,Maternal hemorrhage,2010,1779.853864
Region of the Americas,Maternal sepsis and other maternal infections,2010,969.6160721
Region of the Americas,Maternal hypertensive disorders,2010,2245.951882
Region of the Americas,Maternal obstructed labor and uterine rupture,2010,177.2763144
Region of the Americas,Ectopic pregnancy,2010,213.4981612
Region of the Americas,Indirect maternal deaths,2010,1679.429607
Region of the Americas,Late maternal deaths,2010,787.7613258
Region of the Americas,Other maternal disorders,2010,1717.200326
South-East Asia Region,Maternal deaths aggravated by HIV/AIDS,2010,56.21724856
African Region,Maternal abortion and miscarriage,2011,18800.88194
European Region,Maternal deaths aggravated by HIV/AIDS,2010,1.254356149
Region of the Americas,Maternal abortion and miscarriage,2011,1193.472166
Region of the Americas,Maternal deaths aggravated by HIV/AIDS,2011,35.40545641
Region of the Americas,Maternal hypertensive disorders,2011,2166.53607
Region of the Americas,Maternal obstructed labor and uterine rupture,2011,175.1449839
Region of the Americas,Ectopic pregnancy,2011,210.3533755
Region of the Americas,Indirect maternal deaths,2011,1674.650556
Region of the Americas,Late maternal deaths,2011,796.2614864
Region of the Americas,Other maternal disorders,2011,1707.758033
European Region,Maternal hemorrhage,2011,263.1538691
European Region,Maternal sepsis and other maternal infections,2011,74.4455106
European Region,Maternal hypertensive disorders,2011,243.1375586
European Region,Maternal obstructed labor and uterine rupture,2011,37.51905687
European Region,Ectopic pregnancy,2011,30.30316901
European Region,Indirect maternal deaths,2011,202.7121053
European Region,Late maternal deaths,2011,57.14976313
European Region,Other maternal disorders,2011,643.5996402
Western Pacific Region,Maternal hemorrhage,2010,2256.29881
Western Pacific Region,Maternal sepsis and other maternal infections,2010,426.8126246
Western Pacific Region,Maternal hypertensive disorders,2010,1288.747734
Western Pacific Region,Maternal obstructed labor and uterine rupture,2010,398.3196179
Western Pacific Region,Ectopic pregnancy,2010,236.0404155
Western Pacific Region,Indirect maternal deaths,2010,1741.003394
Western Pacific Region,Late maternal deaths,2010,116.9175034
Western Pacific Region,Other maternal disorders,2010,1580.506263
European Region,Maternal abortion and miscarriage,2010,116.7785911
European Region,Maternal deaths aggravated by HIV/AIDS,2011,1.263304528
Eastern Mediterranean Region,Maternal abortion and miscarriage,2010,3493.140934
Region of the Americas,Maternal abortion and miscarriage,2010,1249.049993
Eastern Mediterranean Region,Maternal hemorrhage,2011,8548.274559
Eastern Mediterranean Region,Maternal sepsis and other maternal infections,2011,3392.872292
Eastern Mediterranean Region,Maternal hypertensive disorders,2011,8733.645266
Eastern Mediterranean Region,Maternal obstructed labor and uterine rupture,2011,1145.492912
Eastern Mediterranean Region,Ectopic pregnancy,2011,576.8511159
Eastern Mediterranean Region,Indirect maternal deaths,2011,2973.133026
Eastern Mediterranean Region,Late maternal deaths,2011,1407.216761
Eastern Mediterranean Region,Other maternal disorders,2011,3212.779393
Eastern Mediterranean Region,Maternal abortion and miscarriage,2011,3294.626735
Region of the Americas,Maternal hemorrhage,2011,1690.362445
Region of the Americas,Maternal sepsis and other maternal infections,2011,940.325183
Eastern Mediterranean Region,Maternal deaths aggravated by HIV/AIDS,2010,23.14310078
Western Pacific Region,Maternal abortion and miscarriage,2011,489.4491208
Western Pacific Region,Maternal abortion and miscarriage,2010,544.8872237
Region of the Americas,Maternal deaths aggravated by HIV/AIDS,2010,34.96531607
South-East Asia Region,Maternal hemorrhage,2010,33264.26218
South-East Asia Region,Maternal sepsis and other maternal infections,2010,6249.989339
South-East Asia Region,Maternal hypertensive disorders,2010,9858.217494
South-East Asia Region,Maternal obstructed labor and uterine rupture,2010,1883.712647
South-East Asia Region,Ectopic pregnancy,2010,1973.930222
South-East Asia Region,Indirect maternal deaths,2010,9385.749022
South-East Asia Region,Late maternal deaths,2010,3430.473628
South-East Asia Region,Other maternal disorders,2010,12100.50516
Western Pacific Region,Maternal deaths aggravated by HIV/AIDS,2011,8.59460446
African Region,Maternal abortion and miscarriage,2010,19366.0378
Western Pacific Region,Maternal hemorrhage,2011,2078.540561
Western Pacific Region,Maternal sepsis and other maternal infections,2011,388.3046108
Western Pacific Region,Maternal hypertensive disorders,2011,1216.702012
Western Pacific Region,Maternal obstructed labor and uterine rupture,2011,377.9187295
Western Pacific Region,Ectopic pregnancy,2011,222.0405786
Western Pacific Region,Indirect maternal deaths,2011,1622.337845
Western Pacific Region,Late maternal deaths,2011,112.8450361
Western Pacific Region,Other maternal disorders,2011,1511.656203
South-East Asia Region,Maternal abortion and miscarriage,2011,5089.745598
Eastern Mediterranean Region,Maternal hemorrhage,2010,8758.574431
Eastern Mediterranean Region,Maternal sepsis and other maternal infections,2010,3556.950495
Eastern Mediterranean Region,Maternal hypertensive disorders,2010,8783.999793
Eastern Mediterranean Region,Maternal obstructed labor and uterine rupture,2010,1084.75529
Eastern Mediterranean Region,Ectopic pregnancy,2010,573.324881
Eastern Mediterranean Region,Indirect maternal deaths,2010,2884.255935
Eastern Mediterranean Region,Late maternal deaths,2010,1392.087008
Eastern Mediterranean Region,Other maternal disorders,2010,3206.515012
European Region,Maternal hemorrhage,2010,282.0549086
European Region,Maternal sepsis and other maternal infections,2010,77.48548391
European Region,Maternal hypertensive disorders,2010,254.6220118
European Region,Maternal obstructed labor and uterine rupture,2010,39.4497282
European Region,Ectopic pregnancy,2010,33.95189667
European Region,Indirect maternal deaths,2010,209.9808174
European Region,Late maternal deaths,2010,59.9830647
European Region,Other maternal disorders,2010,665.8512158
South-East Asia Region,Maternal abortion and miscarriage,2010,5797.721003
Western Pacific Region,Maternal deaths aggravated by HIV/AIDS,2010,9.094631646
